FISH-QUANT	
RESULTS OF SPOT DETECTION PERFORMED IN BATCH MODE ON 05-Apr-2019 
COMMENT	Batch detection
ANALYSIS-SETTINGS 	doug approved_MATURE_results_190404.txt
FILE	CELL	AREA_cell	AREA_nuc	N_total	N_thres_Total	N_thres_Nuc
RGGnol3_05_w597_STACK__outline.txt	Cell_1	76530.5	0	265	253	253
RGGnol3_05_w597_STACK__outline.txt	Cell_2	35150	0	104	89	89
RGGnol3_06_w597_STACK__outline.txt	Cell_1	50064	0	295	210	210
RGGnol3_06_w597_STACK__outline.txt	Cell_2	35898	0	149	120	120
RGGnol3_07_w597_STACK__outline.txt	Cell_1	35071.5	0	494	218	218
RGGnol3_07_w597_STACK__outline.txt	Cell_2	27360.5	0	64	42	42
RGGnol3_07_w597_STACK__outline.txt	Cell_3	19361.5	0	202	109	109
RGGnol3_07_w597_STACK__outline.txt	Cell_4	21091	0	88	46	46
RGGnol3_08_w597_STACK__outline.txt	Cell_1	38422.5	0	561	423	423
RGGnol3_08_w597_STACK__outline.txt	Cell_2	21750	0	78	64	64
RGGnol3_09_w597_STACK__outline.txt	Cell_1	74517	0	446	403	403
RGGnol3_09_w597_STACK__outline.txt	Cell_2	39785.5	0	54	48	48
RGGnol3_10_w597_STACK__outline.txt	Cell_1	60615	0	723	404	404
RGGnol3_10_w597_STACK__outline.txt	Cell_2	28104	0	87	80	80
RGGnol3-g_01_w597_STACK__outline.txt	Cell_1	95766	0	812	489	489
RGGnol3-g_01_w597_STACK__outline.txt	Cell_2	28802	0	118	79	79
RGGnol3-g_02_w597_STACK__outline.txt	Cell_1	29398.5	0	406	331	331
RGGnol3-g_02_w597_STACK__outline.txt	Cell_2	12971.5	0	38	29	29
RGGnol3-g_02_w597_STACK__outline.txt	Cell_3	40711	0	556	392	392
RGGnol3-g_02_w597_STACK__outline.txt	Cell_4	22636	0	72	49	49
RGGnol3-g_02_w597_STACK__outline.txt	Cell_5	28607	0	358	237	237
RGGnol3-g_02_w597_STACK__outline.txt	Cell_6	14819.5	0	35	25	25
RGGnol3-g_03_w597_STACK__outline.txt	Cell_1	37636.5	0	195	172	172
RGGnol3-g_03_w597_STACK__outline.txt	Cell_2	32250.5	0	76	53	53
RGGnol3-g_04_w597_STACK__outline.txt	Cell_1	58998	0	1164	420	420
RGGnol3-g_04_w597_STACK__outline.txt	Cell_2	36478	0	86	48	48
RGGnol3-g_05_w597_STACK__outline.txt	Cell_1	50249	0	1137	335	335
RGGnol3-g_05_w597_STACK__outline.txt	Cell_2	10677	0	70	38	38
RGGnol3-g_06_w597_STACK__outline.txt	Cell_1	47978.5	0	853	397	397
RGGnol3-g_06_w597_STACK__outline.txt	Cell_2	14256	0	73	41	41
RGGnol3-g_07_w597_STACK__outline.txt	Cell_1	36406	0	554	347	347
RGGnol3-g_07_w597_STACK__outline.txt	Cell_2	26577.5	0	42	21	21
RGGnol3-g_08_w597_STACK__outline.txt	Cell_1	50784.5	0	550	399	399
RGGnol3-g_08_w597_STACK__outline.txt	Cell_2	22919.5	0	41	32	32
RGGnol3-g_08_w597_STACK__outline.txt	Cell_3	27340.5	0	447	308	308
RGGnol3-g_08_w597_STACK__outline.txt	Cell_4	25575	0	62	46	46
RGGnol3-g_09_w597_STACK__outline.txt	Cell_1	39698	0	754	328	328
RGGnol3-g_09_w597_STACK__outline.txt	Cell_2	37432.5	0	126	90	90
RGGnol3-g_10_w597_STACK__outline.txt	Cell_1	62467.5	0	774	548	548
RGGnol3-g_10_w597_STACK__outline.txt	Cell_2	32869.5	0	169	128	128
WTkif5a-g01_w597_STACK__outline.txt	Cell_1	69548	0	6	1	1
WTkif5a-g01_w597_STACK__outline.txt	Cell_2	36813.5	0	0	0	0
WTkif5a-g02_w597_STACK__outline.txt	Cell_1	55492.5	0	386	367	367
WTkif5a-g02_w597_STACK__outline.txt	Cell_2	28916	0	28	25	25
WTkif5a-g03_w597_STACK__outline.txt	Cell_1	91129	0	334	305	305
WTkif5a-g03_w597_STACK__outline.txt	Cell_2	32560.5	0	37	33	33
WTkif5a-g04_w597_STACK__outline.txt	Cell_1	123288	0	825	552	552
WTkif5a-g04_w597_STACK__outline.txt	Cell_2	46807.5	0	62	52	52
WTkif5a-g05_w597_STACK__outline.txt	Cell_1	93077	0	827	579	579
WTkif5a-g05_w597_STACK__outline.txt	Cell_2	35816.5	0	57	48	48
WTkif5a-g06_w597_STACK__outline.txt	Cell_1	39266.5	0	137	104	104
WTkif5a-g06_w597_STACK__outline.txt	Cell_2	33818	0	43	34	34
WTkif5a-g07_w597_STACK__outline.txt	Cell_1	85592	0	328	256	256
WTkif5a-g07_w597_STACK__outline.txt	Cell_2	45901.5	0	11	10	10
WTkif5a-g08_w597_STACK__outline.txt	Cell_1	47187	0	239	181	181
WTkif5a-g08_w597_STACK__outline.txt	Cell_2	20257	0	23	22	22
WTkif5a-g09_w597_STACK__outline.txt	Cell_1	147358	0	822	729	729
WTkif5a-g09_w597_STACK__outline.txt	Cell_2	44367	0	28	28	28
WTkif5a-g10_w597_STACK__outline.txt	Cell_1	112086	0	625	572	572
WTkif5a-g10_w597_STACK__outline.txt	Cell_2	38435.5	0	107	88	88
